,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,date,hour,weekday,month
61,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.12,30,16.9979,76,2011-01-03,16,Monday,January
62,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,11.365,30,15.0013,157,2011-01-03,17,Monday,January
63,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.88,32,7.0015,157,2011-01-03,18,Monday,January
64,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,47,0.0,110,2011-01-03,19,Monday,January
65,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,11.365,47,7.0015,52,2011-01-03,20,Monday,January
66,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,9.85,64,8.9981,52,2011-01-03,21,Monday,January
67,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,7.575,69,8.9981,20,2011-01-03,22,Monday,January
68,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,10.605,55,7.0015,12,2011-01-03,23,Monday,January
69,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,9.09,55,7.0015,5,2011-01-04,00,Tuesday,January
70,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,9.09,59,7.0015,2,2011-01-04,01,Tuesday,January
71,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,7.575,63,8.9981,1,2011-01-04,02,Tuesday,January
72,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,9.09,63,6.0032,2,2011-01-04,04,Tuesday,January
73,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,7.575,68,7.0015,4,2011-01-04,05,Tuesday,January
74,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,7.575,74,7.0015,36,2011-01-04,06,Tuesday,January
75,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,7.575,74,8.9981,94,2011-01-04,07,Tuesday,January
76,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,7.575,69,11.0014,179,2011-01-04,08,Tuesday,January
77,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,7.575,64,15.0013,100,2011-01-04,09,Tuesday,January
78,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,6.82,69,22.0028,42,2011-01-04,10,Tuesday,January
79,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,10.605,51,19.9995,57,2011-01-04,11,Tuesday,January
80,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,11.365,51,11.0014,78,2011-01-04,12,Tuesday,January
81,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,11.365,56,12.998,97,2011-01-04,13,Tuesday,January
82,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,52,15.0013,63,2011-01-04,14,Tuesday,January
83,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,13.635,52,16.9979,65,2011-01-04,15,Tuesday,January
84,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,14.395,49,16.9979,83,2011-01-04,16,Tuesday,January
85,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,13.635,48,15.0013,212,2011-01-04,17,Tuesday,January
86,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,48,12.998,182,2011-01-04,18,Tuesday,January
87,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.88,48,7.0015,112,2011-01-04,19,Tuesday,January
88,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.88,48,7.0015,54,2011-01-04,20,Tuesday,January
89,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,13.635,64,0.0,48,2011-01-04,21,Tuesday,January
90,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,12.88,64,6.0032,35,2011-01-04,22,Tuesday,January
91,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,11.365,69,6.0032,11,2011-01-04,23,Tuesday,January
92,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,64,0.0,6,2011-01-05,00,Wednesday,January
93,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,9.85,74,6.0032,6,2011-01-05,01,Wednesday,January
94,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,9.85,74,6.0032,2,2011-01-05,02,Wednesday,January
95,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,11.365,48,15.0013,2,2011-01-05,04,Wednesday,January
96,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,11.365,47,11.0014,3,2011-01-05,05,Wednesday,January
97,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.85,47,15.0013,33,2011-01-05,06,Wednesday,January
98,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,9.09,43,12.998,88,2011-01-05,07,Wednesday,January
99,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.09,40,19.9995,195,2011-01-05,08,Wednesday,January
100,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,37,22.0028,115,2011-01-05,09,Wednesday,January
101,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,37,22.0028,57,2011-01-05,10,Wednesday,January
102,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,33,22.0028,46,2011-01-05,11,Wednesday,January
103,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,11.365,33,22.0028,79,2011-01-05,12,Wednesday,January
104,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,12.88,30,19.9995,71,2011-01-05,13,Wednesday,January
105,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,14.395,28,12.998,62,2011-01-05,14,Wednesday,January
106,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,14.395,28,12.998,62,2011-01-05,15,Wednesday,January
107,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,12.3,15.91,28,6.0032,89,2011-01-05,16,Wednesday,January
108,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,11.365,38,12.998,190,2011-01-05,17,Wednesday,January
109,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.12,38,8.9981,169,2011-01-05,18,Wednesday,January
110,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.84,12.88,38,7.0015,132,2011-01-05,19,Wednesday,January
111,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,11.365,47,11.0014,89,2011-01-05,20,Wednesday,January
112,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.85,51,12.998,43,2011-01-05,21,Wednesday,January
113,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,9.85,55,8.9981,42,2011-01-05,22,Wednesday,January
114,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,47,0.0,19,2011-01-05,23,Wednesday,January
115,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,12.12,55,0.0,11,2011-01-06,00,Thursday,January
116,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,11.365,64,0.0,4,2011-01-06,01,Thursday,January
117,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,11.365,64,0.0,2,2011-01-06,02,Thursday,January
118,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,9.85,64,6.0032,1,2011-01-06,04,Thursday,January
119,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,9.09,69,6.0032,4,2011-01-06,05,Thursday,January
120,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",5.74,8.335,63,7.0015,36,2011-01-06,06,Thursday,January
121,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,11.365,59,0.0,95,2011-01-06,07,Thursday,January
122,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,11.365,59,0.0,219,2011-01-06,08,Thursday,January
123,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,12.12,51,0.0,122,2011-01-06,09,Thursday,January
124,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,12.88,47,0.0,45,2011-01-06,10,Thursday,January
125,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,12.88,44,6.0032,59,2011-01-06,11,Thursday,January
126,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,14.395,35,0.0,84,2011-01-06,12,Thursday,January
127,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,13.635,35,7.0015,67,2011-01-06,13,Thursday,January
128,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,13.635,36,11.0014,70,2011-01-06,14,Thursday,January
129,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,11.48,13.635,36,0.0,62,2011-01-06,15,Thursday,January
130,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,10.66,12.88,38,11.0014,86,2011-01-06,16,Thursday,January
131,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,11.365,51,11.0014,172,2011-01-06,17,Thursday,January
132,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,11.365,51,8.9981,163,2011-01-06,18,Thursday,January
133,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,12.88,55,6.0032,112,2011-01-06,19,Thursday,January
134,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,10.605,51,11.0014,69,2011-01-06,20,Thursday,January
135,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.02,10.605,55,15.0013,48,2011-01-06,21,Thursday,January
136,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",9.02,10.605,51,19.0012,52,2011-01-06,22,Thursday,January
137,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,59,12.998,23,2011-01-06,23,Thursday,January
138,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,64,12.998,17,2011-01-07,00,Friday,January
139,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,69,15.0013,7,2011-01-07,01,Friday,January
140,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,69,15.0013,1,2011-01-07,02,Friday,January
141,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,10.605,69,8.9981,1,2011-01-07,04,Friday,January
142,Spring,0,1," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",9.02,13.635,55,0.0,5,2011-01-07,05,Friday,January
143,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,12.88,69,0.0,34,2011-01-07,06,Friday,January
144,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,10.605,69,8.9981,84,2011-01-07,07,Friday,January
145,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.85,51,16.9979,210,2011-01-07,08,Friday,January
146,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.09,47,19.9995,134,2011-01-07,09,Friday,January
147,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,9.02,9.85,37,22.0028,63,2011-01-07,10,Friday,January
148,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,40,15.0013,67,2011-01-07,11,Friday,January
149,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,37,16.9979,59,2011-01-07,12,Friday,January
150,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.09,37,19.0012,73,2011-01-07,13,Friday,January
151,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.85,40,16.9979,50,2011-01-07,14,Friday,January
152,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,10.605,37,11.0014,72,2011-01-07,15,Friday,January
153,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,10.605,37,11.0014,87,2011-01-07,16,Friday,January
154,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,12.88,37,0.0,187,2011-01-07,17,Friday,January
155,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,11.365,40,6.0032,123,2011-01-07,18,Friday,January
156,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,9.85,55,6.0032,95,2011-01-07,19,Friday,January
157,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,10.605,47,7.0015,51,2011-01-07,20,Friday,January
158,Spring,0,1, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,9.85,47,8.9981,39,2011-01-07,21,Friday,January
159,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,9.85,43,11.0014,36,2011-01-07,22,Friday,January
160,Spring,0,1," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,9.85,51,11.0014,15,2011-01-07,23,Friday,January
161,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,9.85,51,11.0014,25,2011-01-08,00,Saturday,January
162,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,10.605,55,6.0032,16,2011-01-08,01,Saturday,January
163,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,12.12,55,0.0,16,2011-01-08,02,Saturday,January
164,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.38,9.85,55,11.0014,7,2011-01-08,03,Saturday,January
165,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",7.38,9.85,55,11.0014,1,2011-01-08,04,Saturday,January
166,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,8.335,74,11.0014,5,2011-01-08,05,Saturday,January
167,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,8.335,74,11.0014,2,2011-01-08,06,Saturday,January
168,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",6.56,9.09,74,7.0015,9,2011-01-08,07,Saturday,January
169,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,9.09,93,7.0015,15,2011-01-08,08,Saturday,January
170,Spring,0,0," Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",6.56,9.09,93,7.0015,20,2011-01-08,09,Saturday,January
171,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",7.38,9.85,80,11.0014,61,2011-01-08,10,Saturday,January
172,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.09,69,26.0027,62,2011-01-08,11,Saturday,January
173,Spring,0,0," Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist ",8.2,9.09,59,23.9994,98,2011-01-08,12,Saturday,January
174,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,9.09,44,22.0028,102,2011-01-08,13,Saturday,January
175,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,8.335,32,32.9975,95,2011-01-08,14,Saturday,January
176,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,8.2,8.335,32,30.0026,74,2011-01-08,15,Saturday,January
177,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,7.38,6.82,29,30.0026,76,2011-01-08,16,Saturday,January
178,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,6.56,6.06,37,36.9974,69,2011-01-08,17,Saturday,January
179,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,6.06,39,19.9995,55,2011-01-08,18,Saturday,January
180,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,5.74,6.06,36,16.9979,30,2011-01-08,19,Saturday,January
181,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,6.06,36,16.9979,28,2011-01-08,20,Saturday,January
182,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,5.305,39,23.9994,37,2011-01-08,21,Saturday,January
183,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.92,5.305,36,26.0027,34,2011-01-08,22,Saturday,January
184,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.03,39,30.0026,22,2011-01-08,23,Saturday,January
185,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.79,42,26.0027,25,2011-01-09,00,Sunday,January
186,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.03,42,31.0009,12,2011-01-09,01,Sunday,January
187,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.03,46,31.0009,11,2011-01-09,02,Sunday,January
188,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,4.1,3.79,46,27.9993,4,2011-01-09,03,Sunday,January
189,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,3.28,4.545,53,12.998,1,2011-01-09,04,Sunday,January
190,Spring,0,0, Clear + Few clouds + Partly cloudy + Partly cloudy,3.28,4.545,53,12.998,1,2011-01-09,05,Sunday,January
